dir,file,Gen_0,Gen_1,Gen_2,Gen_3,Gen_4,Gen_5,Gen_6,Gen_7,Gen_8,Gen_9,Gen_10,Gen_11,Gen_12,Gen_13,Gen_14,Gen_15,Gen_16,Gen_17,Gen_18,Gen_19
gap_c/,c40400,5345,4297,4297,4295,4290,4290,4290,4290,4290,4290
gap_c/,c401600
gap_c/,c10400,7213,5676,5676,5676,5676,5676,5676
gap_c/,c801600
gap_c/,c20400,6175,4875,4874,4874,4872,4872,4872,4866,4866,4866,4866,4866,4866
gap_c/,c15900,14885,11512,11508,11508,11508,11508,11508,11508
gap_c/,c60900,26505,19250,14600,11434,9993,9732,9728,9728,9728,9728,9728,9728
gap_c/,c30900,13122,10133,10124,10124,10124,10123,10120,10120,10114,10114,10114,10114,10114,10114
gap_c/,c201600,24419,20012,19052,19051,19051,19051,19051,19041,19041,19041,19041,19041,19041
gap_c/,c05200,3967,3500,3496,3495,3492,3492,3486,3478,3478,3478,3478,3478,3478
gap_c/,c20200,3040,2426,2425,2421,2421,2421,2421,2421,2421
gap_c/,c10200,3432,2843,2837,2836,2830,2830,2829,2829,2826,2825,2825,2824,2824,2824,2824,2824,2824
gap_c/,c05100,2225,1955,1951,1951,1951,1943,1943,1943,1943,1943,1943
gap_c/,c20100,1517,1254,1254,1254,1254,1254,1254
gap_c/,c10100,1756,1422,1416,1416,1416,1416,1416,1416
gap_d/,d201600,169251,139098,109257,106272,106059,106059,106059,106059,106059,106059
gap_d/,d30900,82517,58916,58837,58837,58837,58837,58837,58837
gap_d/,d60900,97695,78458,59726,57870,57794,57794,57794,57794,57794,57794
gap_d/,d15900,75408,60081,59979,59979,59979,59979,59979,59979
gap_d/,d801600
gap_d/,d10400,32883,26925,26855,26855,26855,26855,26855,26855
gap_d/,d401600
gap_d/,d20400,35083,26527,26524,26524,26499,26499,26499,26486,26486,26486,26486,26486,26450,26450,26450,26450,26450,26450
gap_d/,d40400,38938,26160,26160,26160,26160,26160,26119,26119,26119,26119,26119,26119
gap_d/,d20100,9257,6544,6544,6534,6534,6533,6533,6533,6533,6533,6533
gap_d/,d10100,8000,6732,6720,6720,6720,6720,6720,6720
gap_d/,d05100,6852,6646,5616,5616,5452,5375,5375,5354,5354,5354,5354,5354,5354
gap_d/,d20200,17733,13186,13184,13176,13176,13176,13176,13176,13176
gap_d/,d10200,15621,13337,13337,13337,13337,13337,13337
gap_d/,d05200,14298,13592,13564,13564,13559,13532,13532,13532,13532,13532,13494,13475,13475,13475,13475,13475,13475
