,file,id,val,saut,erreur,temps,val opt
0,gap1,0,317,19,0.05654761904761905,120.0024745464325,336
1,gap1,1,324,3,0.009174311926605505,120.00273990631104,327
2,gap1,2,335,4,0.011799410029498525,120.00163149833679,339
3,gap1,3,324,17,0.04985337243401759,120.00011420249939,341
4,gap1,4,313,13,0.03987730061349693,120.00284218788147,326
5,gap2,0,421,13,0.029953917050691243,120.0021071434021,434
6,gap2,1,427,9,0.020642201834862386,120.00117754936218,436
7,gap2,2,417,3,0.007142857142857143,120.00195074081421,420
8,gap2,3,408,11,0.026252983293556086,120.00319743156433,419
9,gap2,4,413,15,0.035046728971962614,120.00644946098328,428
10,gap3,0,560,20,0.034482758620689655,120.00434565544128,580
11,gap3,1,542,22,0.03900709219858156,120.00179052352905,564
12,gap3,2,560,13,0.02268760907504363,120.0040078163147,573
13,gap3,3,553,17,0.02982456140350877,120.00315690040588,570
14,gap3,4,536,28,0.04964539007092199,120.00209093093872,564
15,gap4,0,618,38,0.057926829268292686,120.00495672225952,656
16,gap4,1,627,17,0.026397515527950312,120.00586199760437,644
17,gap4,2,644,29,0.04309063893016345,120.05390095710754,673
18,gap4,3,622,25,0.03863987635239567,120.00372529029846,647
19,gap4,4,658,6,0.009036144578313253,120.03799557685852,664
20,gap5,0,537,26,0.046181172291296625,120.0038812160492,563
21,gap5,1,510,48,0.08602150537634409,120.0023922920227,558
22,gap5,2,536,28,0.04964539007092199,120.0046739578247,564
23,gap5,3,547,21,0.03697183098591549,120.00155115127563,568
24,gap5,4,534,25,0.044722719141323794,120.00211644172668,559
25,gap6,0,751,10,0.013140604467805518,120.01507234573364,761
26,gap6,1,735,24,0.03162055335968379,120.0080349445343,759
27,gap6,2,721,37,0.048812664907651716,120.02950739860535,758
28,gap6,3,714,38,0.05053191489361702,120.00778770446777,752
29,gap6,4,718,29,0.038821954484605084,120.00625085830688,747
30,gap7,0,923,19,0.020169851380042462,120.10866379737854,942
31,gap7,1,903,46,0.04847207586933614,120.01481199264526,949
32,gap7,2,956,12,0.012396694214876033,120.08505845069885,968
33,gap7,3,882,63,0.06666666666666667,120.00727915763855,945
34,gap7,4,908,43,0.0452155625657203,120.0264527797699,951
35,gap8,0,1092,41,0.03618711385701677,120.0250563621521,1133
36,gap8,1,1092,42,0.037037037037037035,120.02578830718994,1134
37,gap8,2,1109,32,0.028045574057843997,120.25666165351868,1141
38,gap8,3,1090,27,0.024171888988361683,120.0269832611084,1117
39,gap8,4,1091,36,0.03194321206743567,120.02568435668945,1127
40,gap9,0,667,39,0.05524079320113314,120.00751566886902,706
41,gap9,1,667,50,0.0697350069735007,120.00505089759827,717
42,gap9,2,691,21,0.02949438202247191,120.00965905189514,712
43,gap9,3,696,27,0.03734439834024896,120.00603795051575,723
44,gap9,4,677,29,0.04107648725212465,120.0071473121643,706
45,gap10,0,905,53,0.055323590814196244,120.01306962966919,958
46,gap10,1,953,10,0.010384215991692628,121.13091611862183,963
47,gap10,2,941,19,0.019791666666666666,120.36002039909363,960
48,gap10,3,925,22,0.023231256599788808,120.15799736976624,947
49,gap10,4,907,40,0.042238648363252376,120.0130774974823,947
50,gap11,0,1087,52,0.0456540825285338,122.060800075531,1139
51,gap11,1,1137,41,0.03480475382003396,120.02562713623047,1178
52,gap11,2,1163,32,0.026778242677824266,120.02729535102844,1195
53,gap11,3,1117,78,0.06527196652719665,120.8968448638916,1195
54,gap11,4,1118,53,0.04526046114432109,120.64222645759583,1171
55,gap12,0,1426,25,0.01722949689869056,131.45726990699768,1451
56,gap12,1,1425,24,0.016563146997929608,120.53484582901001,1449
57,gap12,2,1389,44,0.030704815073272853,121.88343644142151,1433
58,gap12,3,1412,35,0.024187975120939877,124.57666087150574,1447
59,gap12,4,1403,43,0.029737206085753802,120.74945521354675,1446
