,instance,id,m,t,val,time
0,gapd,1,5,200,13642,300.2243027687073
1,gapd,2,10,100,6803,300.15065598487854
2,gapd,3,10,200,13455,300.49663734436035
3,gapd,4,20,100,6633,300.45532059669495
4,gapd,5,20,200,13269,301.3355870246887
