,instance,id,m,t,val,time
0,gapd,1,5,200,13598,180.96815609931946
1,gapd,2,10,100,6707,190.77300596237183
2,gapd,3,10,200,13371,183.35547876358032
3,gapd,4,20,100,6510,226.7140896320343
4,gapd,5,20,200,13157,191.01055479049683
