,instance,id,m,t,val,time
0,gapd,1,5,200,13632,0.4757509231567383
1,gapd,2,10,100,6812,0.31585264205932617
2,gapd,3,10,200,13446,0.8225662708282471
3,gapd,4,20,100,6612,0.9705054759979248
4,gapd,5,20,200,13268,2.4485414028167725
